_id,Serial No,Timestamp,Temperature,Humidity,latitude,longitude
386,1393021045,2014-02-22T03:47:25,22,73,13.00361,77.61818
387,1393021353,2014-02-22T03:52:33,22,73,13.00361,77.61818
388,1393021609,2014-02-22T03:56:49,22,74,13.00361,77.61818
389,1393021917,2014-02-22T04:01:57,21.9,74,13.00361,77.61818
390,1393022224,2014-02-22T04:07:04,21.9,74,13.00361,77.61818
391,1393022532,2014-02-22T04:12:12,21.9,74,13.00361,77.61818
392,1393022838,2014-02-22T04:17:18,21.8,74,13.00361,77.61818
393,1393023146,2014-02-22T04:22:26,21.8,74,13.00361,77.61818
394,1393023455,2014-02-22T04:27:35,21.8,74,13.00361,77.61818
395,1393023762,2014-02-22T04:32:42,21.7,75,13.00361,77.61818
396,1393024070,2014-02-22T04:37:50,21.7,75,13.00361,77.61818
397,1393024378,2014-02-22T04:42:58,21.6,75,13.00361,77.61818
398,1393024685,2014-02-22T04:48:05,21.6,75,13.00361,77.61818
399,1393024993,2014-02-22T04:53:13,21.6,75,13.00361,77.61818
400,1393025248,2014-02-22T04:57:28,21.5,75,13.00361,77.61818
401,1393025556,2014-02-22T05:02:36,21.5,75,13.00361,77.61818
402,1393025863,2014-02-22T05:07:43,21.4,76,13.00361,77.61818
403,1393026171,2014-02-22T05:12:51,21.4,76,13.00361,77.61818
404,1393026479,2014-02-22T05:17:59,21.4,76,13.00361,77.61818
405,1393026786,2014-02-22T05:23:06,21.3,76,13.00361,77.61818
406,1393027095,2014-02-22T05:28:15,21.2,76,13.00361,77.61818
407,1393027402,2014-02-22T05:33:22,21.2,77,13.00361,77.61818
408,1393027709,2014-02-22T05:38:29,21.2,77,13.00361,77.61818
409,1393028017,2014-02-22T05:43:37,21.1,77,13.00361,77.61818
410,1393028324,2014-02-22T05:48:44,21.1,77,13.00361,77.61818
411,1393028632,2014-02-22T05:53:52,21.1,77,13.00361,77.61818
412,1393028887,2014-02-22T05:58:07,21.1,77,13.00361,77.61818
413,1393029195,2014-02-22T06:03:15,21,78,13.00361,77.61818
414,1393029503,2014-02-22T06:08:23,21,78,13.00361,77.61818
415,1393029811,2014-02-22T06:13:31,20.9,78,13.00361,77.61818
416,1393030119,2014-02-22T06:18:39,20.9,78,13.00361,77.61818
417,1393030426,2014-02-22T06:23:46,20.9,78,13.00361,77.61818
418,1393030733,2014-02-22T06:28:53,20.9,78,13.00361,77.61818
419,1393031041,2014-02-22T06:34:01,20.8,78,13.00361,77.61818
420,1393031348,2014-02-22T06:39:08,20.8,78,13.00361,77.61818
421,1393031657,2014-02-22T06:44:17,20.7,78,13.00361,77.61818
422,1393031964,2014-02-22T06:49:24,20.7,79,13.00361,77.61818
423,1393032272,2014-02-22T06:54:32,20.7,79,13.00361,77.61818
424,1393032580,2014-02-22T06:59:40,20.8,79,13.00361,77.61818
425,1393032887,2014-02-22T07:04:47,20.8,79,13.00361,77.61818
426,1393033195,2014-02-22T07:09:55,20.8,78,13.00361,77.61818
427,1393033502,2014-02-22T07:15:02,20.8,78,13.00361,77.61818
428,1393033809,2014-02-22T07:20:09,20.8,79,13.00361,77.61818
429,1393034117,2014-02-22T07:25:17,20.9,78,13.00361,77.61818
430,1393034424,2014-02-22T07:30:24,20.9,78,13.00361,77.61818
431,1393034681,2014-02-22T07:34:41,20.9,78,13.00361,77.61818
432,1393034988,2014-02-22T07:39:48,21,78,13.00361,77.61818
433,1393035296,2014-02-22T07:44:56,21,78,13.00361,77.61818
434,1393035604,2014-02-22T07:50:04,21.1,78,13.00361,77.61818
435,1393035911,2014-02-22T07:55:11,21.1,78,13.00361,77.61818
436,1393036219,2014-02-22T08:00:19,21.1,77,13.00361,77.61818
437,1393036526,2014-02-22T08:05:26,21.2,77,13.00361,77.61818
438,1393036578,2014-02-22T08:06:18,21.2,77,13.00361,77.61818
439,1393036885,2014-02-22T08:11:25,21.2,77,13.00361,77.61818
440,1393037193,2014-02-22T08:16:33,21.3,77,13.00361,77.61818
441,1393037501,2014-02-22T08:21:41,21.4,76,13.00361,77.61818
442,1393037808,2014-02-22T08:26:48,21.4,76,13.00361,77.61818
443,1393038066,2014-02-22T08:31:06,21.5,75,13.00361,77.61818
444,1393038373,2014-02-22T08:36:13,21.6,75,13.00361,77.61818
445,1393038680,2014-02-22T08:41:20,21.6,74,13.00361,77.61818
446,1393038987,2014-02-22T08:46:27,21.7,74,13.00361,77.61818
447,1393039295,2014-02-22T08:51:35,21.8,73,13.00361,77.61818
448,1393039603,2014-02-22T08:56:43,21.9,73,13.00361,77.61818
449,1393039910,2014-02-22T09:01:50,21.9,72,13.00361,77.61818
450,1393040218,2014-02-22T09:06:58,22,72,13.00361,77.61818
451,1393040524,2014-02-22T09:12:04,22.1,70,13.00361,77.61818
452,1393040832,2014-02-22T09:17:12,22.2,70,13.00361,77.61818
453,1393041141,2014-02-22T09:22:21,22.3,69,13.00361,77.61818
454,1393041448,2014-02-22T09:27:28,22.4,69,13.00361,77.61818
455,1393041755,2014-02-22T09:32:35,22.5,68,13.00361,77.61818
456,1393042063,2014-02-22T09:37:43,22.6,68,13.00361,77.61818
457,1393042320,2014-02-22T09:42:00,22.7,68,13.00361,77.61818
458,1393042627,2014-02-22T09:47:07,22.8,67,13.00361,77.61818
459,1393042934,2014-02-22T09:52:14,23,67,13.00361,77.61818
460,1393043242,2014-02-22T09:57:22,23.1,67,13.00361,77.61818
461,1393043550,2014-02-22T10:02:30,23.2,66,13.00361,77.61818
462,1393043858,2014-02-22T10:07:38,23.3,65,13.00361,77.61818
463,1393044165,2014-02-22T10:12:45,23.5,65,13.00361,77.61818
464,1393044472,2014-02-22T10:17:52,23.6,64,13.00361,77.61818
465,1393044780,2014-02-22T10:23:00,23.7,63,13.00361,77.61818
466,1393045087,2014-02-22T10:28:07,23.8,62,13.00361,77.61818
467,1393045395,2014-02-22T10:33:15,23.9,62,13.00361,77.61818
468,1393045703,2014-02-22T10:38:23,24,61,13.00361,77.61818
469,1393046010,2014-02-22T10:43:30,24.1,60,13.00361,77.61818
470,1393046318,2014-02-22T10:48:38,24.2,61,13.00361,77.61818
471,1393046574,2014-02-22T10:52:54,24.3,61,13.00361,77.61818
472,1393046882,2014-02-22T10:58:02,24.5,60,13.00361,77.61818
473,1393047189,2014-02-22T11:03:09,24.6,60,13.00361,77.61818
474,1393047497,2014-02-22T11:08:17,24.6,59,13.00361,77.61818
475,1393047805,2014-02-22T11:13:25,24.8,59,13.00361,77.61818
476,1393048112,2014-02-22T11:18:32,24.8,58,13.00361,77.61818
477,1393048420,2014-02-22T11:23:40,24.9,58,13.00361,77.61818
478,1393048728,2014-02-22T11:28:48,25,57,13.00361,77.61818
479,1393049035,2014-02-22T11:33:55,25.1,56,13.00361,77.61818
480,1393049343,2014-02-22T11:39:03,25.2,54,13.00361,77.61818
481,1393049650,2014-02-22T11:44:10,25.3,54,13.00361,77.61818
482,1393049958,2014-02-22T11:49:18,25.4,54,13.00361,77.61818
483,1393050266,2014-02-22T11:54:26,25.5,54,13.00361,77.61818
484,1393050522,2014-02-22T11:58:42,25.5,53,13.00361,77.61818
485,1393050829,2014-02-22T12:03:49,25.6,53,13.00361,77.61818
486,1393051136,2014-02-22T12:08:56,25.7,53,13.00361,77.61818
487,1393051445,2014-02-22T12:14:05,25.7,52,13.00361,77.61818
488,1393051752,2014-02-22T12:19:12,25.8,52,13.00361,77.61818
489,1393052060,2014-02-22T12:24:20,25.8,52,13.00361,77.61818
490,1393052368,2014-02-22T12:29:28,25.9,52,13.00361,77.61818
491,1393052675,2014-02-22T12:34:35,25.9,52,13.00361,77.61818
492,1393052983,2014-02-22T12:39:43,26,52,13.00361,77.61818
493,1393053290,2014-02-22T12:44:50,26.1,52,13.00361,77.61818
494,1393053597,2014-02-22T12:49:57,26.1,51,13.00361,77.61818
495,1393053854,2014-02-22T12:54:14,26.2,51,13.00361,77.61818
496,1393054161,2014-02-22T12:59:21,26.2,50,13.00361,77.61818
497,1393054470,2014-02-22T13:04:30,26.3,50,13.00361,77.61818
498,1393054777,2014-02-22T13:09:37,26.3,50,13.00361,77.61818
499,1393055085,2014-02-22T13:14:45,26.4,50,13.00361,77.61818
500,1393055393,2014-02-22T13:19:53,26.5,50,13.00361,77.61818
501,1393055699,2014-02-22T13:24:59,26.5,50,13.00361,77.61818
502,1393056007,2014-02-22T13:30:07,26.6,50,13.00361,77.61818
503,1393056314,2014-02-22T13:35:14,26.6,50,13.00361,77.61818
504,1393056622,2014-02-22T13:40:22,26.7,51,13.00361,77.61818
505,1393056930,2014-02-22T13:45:30,26.8,50,13.00361,77.61818
506,1393057237,2014-02-22T13:50:37,26.8,50,13.00361,77.61818
507,1393057494,2014-02-22T13:54:54,26.8,50,13.00361,77.61818
508,1393057801,2014-02-22T14:00:01,26.9,50,13.00361,77.61818
509,1393058109,2014-02-22T14:05:09,26.9,50,13.00361,77.61818
510,1393058417,2014-02-22T14:10:17,27,50,13.00361,77.61818
511,1393058725,2014-02-22T14:15:25,27,50,13.00361,77.61818
512,1393059033,2014-02-22T14:20:33,27.1,49,13.00361,77.61818
513,1393059340,2014-02-22T14:25:40,27.1,50,13.00361,77.61818
514,1393059648,2014-02-22T14:30:48,27.1,50,13.00361,77.61818
515,1393059955,2014-02-22T14:35:55,27.2,50,13.00361,77.61818
516,1393060262,2014-02-22T14:41:02,27.2,49,13.00361,77.61818
517,1393060570,2014-02-22T14:46:10,27.3,49,13.00361,77.61818
518,1393060877,2014-02-22T14:51:17,27.3,49,13.00361,77.61818
519,1393061134,2014-02-22T14:55:34,27.2,49,13.00361,77.61818
520,1393061441,2014-02-22T15:00:41,27.2,49,13.00361,77.61818
521,1393061749,2014-02-22T15:05:49,27.2,49,13.00361,77.61818
522,1393062057,2014-02-22T15:10:57,27.3,48,13.00361,77.61818
523,1393062364,2014-02-22T15:16:04,27.6,48,13.00361,77.61818
524,1393062672,2014-02-22T15:21:12,27.8,47,13.00361,77.61818
525,1393062980,2014-02-22T15:26:20,27.8,47,13.00361,77.61818
526,1393063287,2014-02-22T15:31:27,27.8,47,13.00361,77.61818
527,1393063594,2014-02-22T15:36:34,27.8,47,13.00361,77.61818
528,1393063901,2014-02-22T15:41:41,27.8,47,13.00361,77.61818
529,1393064210,2014-02-22T15:46:50,27.7,47,13.00361,77.61818
530,1393064518,2014-02-22T15:51:58,27.7,47,13.00361,77.61818
531,1393064774,2014-02-22T15:56:14,27.7,47,13.00361,77.61818
532,1393065082,2014-02-22T16:01:22,27.6,47,13.00361,77.61818
533,1393065389,2014-02-22T16:06:29,27.5,47,13.00361,77.61818
534,1393065697,2014-02-22T16:11:37,27.5,47,13.00361,77.61818
535,1393066004,2014-02-22T16:16:44,27.5,48,13.00361,77.61818
536,1393066312,2014-02-22T16:21:52,27.5,48,13.00361,77.61818
537,1393066620,2014-02-22T16:27:00,27.4,49,13.00361,77.61818
538,1393066927,2014-02-22T16:32:07,27.4,48,13.00361,77.61818
539,1393067235,2014-02-22T16:37:15,27.4,48,13.00361,77.61818
540,1393067542,2014-02-22T16:42:22,27.4,49,13.00361,77.61818
541,1393067849,2014-02-22T16:47:29,27.3,49,13.00361,77.61818
542,1393068157,2014-02-22T16:52:37,27.3,47,13.00361,77.61818
543,1393068413,2014-02-22T16:56:53,27.3,47,13.00361,77.61818
544,1393068721,2014-02-22T17:02:01,27.3,47,13.00361,77.61818
545,1393069028,2014-02-22T17:07:08,27.3,48,13.00361,77.61818
546,1393069336,2014-02-22T17:12:16,27.2,48,13.00361,77.61818
547,1393069644,2014-02-22T17:17:24,27.2,48,13.00361,77.61818
548,1393069951,2014-02-22T17:22:31,27.2,47,13.00361,77.61818
549,1393070259,2014-02-22T17:27:39,27.2,47,13.00361,77.61818
550,1393070566,2014-02-22T17:32:46,27.2,47,13.00361,77.61818
551,1393070874,2014-02-22T17:37:54,27.2,46,13.00361,77.61818
552,1393071182,2014-02-22T17:43:02,27.1,45,13.00361,77.61818
553,1393071489,2014-02-22T17:48:09,27.1,45,13.00361,77.61818
554,1393071746,2014-02-22T17:52:26,27.2,46,13.00361,77.61818
555,1393072053,2014-02-22T17:57:33,27.1,46,13.00361,77.61818
556,1393072361,2014-02-22T18:02:41,27,47,13.00361,77.61818
557,1393072668,2014-02-22T18:07:48,27,46,13.00361,77.61818
558,1393072976,2014-02-22T18:12:56,26.9,46,13.00361,77.61818
559,1393073283,2014-02-22T18:18:03,26.8,48,13.00361,77.61818
560,1393073590,2014-02-22T18:23:10,26.7,47,13.00361,77.61818
561,1393073898,2014-02-22T18:28:18,26.6,47,13.00361,77.61818
562,1393074206,2014-02-22T18:33:26,26.6,49,13.00361,77.61818
563,1393074513,2014-02-22T18:38:33,26.5,49,13.00361,77.61818
564,1393074821,2014-02-22T18:43:41,26.4,48,13.00361,77.61818
565,1393075078,2014-02-22T18:47:58,26.3,49,13.00361,77.61818
566,1393075386,2014-02-22T18:53:06,26.3,49,13.00361,77.61818
567,1393075692,2014-02-22T18:58:12,26.2,49,13.00361,77.61818
568,1393075795,2014-02-22T18:59:55,26.2,49,13.00361,77.61818
569,1393076104,2014-02-22T19:05:04,26.1,49,13.00361,77.61818
570,1393076360,2014-02-22T19:09:20,26.1,50,13.00361,77.61818
571,1393076667,2014-02-22T19:14:27,26,49,13.00361,77.61818
572,1393076975,2014-02-22T19:19:35,26,49,13.00361,77.61818
573,1393077282,2014-02-22T19:24:42,25.9,49,13.00361,77.61818
574,1393077589,2014-02-22T19:29:49,25.9,49,13.00361,77.61818
575,1393077897,2014-02-22T19:34:57,25.9,49,13.00361,77.61818
576,1393078205,2014-02-22T19:40:05,25.9,49,13.00361,77.61818
577,1393078512,2014-02-22T19:45:12,25.8,49,13.00361,77.61818
578,1393078820,2014-02-22T19:50:20,25.8,49,13.00361,77.61818
579,1393079127,2014-02-22T19:55:27,25.8,50,13.00361,77.61818
580,1393079435,2014-02-22T20:00:35,25.7,50,13.00361,77.61818
581,1393079743,2014-02-22T20:05:43,25.7,50,13.00361,77.61818
582,1393080050,2014-02-22T20:10:50,25.7,50,13.00361,77.61818
583,1393080358,2014-02-22T20:15:58,25.7,50,13.00361,77.61818
584,1393080665,2014-02-22T20:21:05,25.6,49,13.00361,77.61818
585,1393080922,2014-02-22T20:25:22,25.6,49,13.00361,77.61818
586,1393081229,2014-02-22T20:30:29,25.6,49,13.00361,77.61818
587,1393081537,2014-02-22T20:35:37,25.5,49,13.00361,77.61818
588,1393081845,2014-02-22T20:40:45,25.5,49,13.00361,77.61818
589,1393082152,2014-02-22T20:45:52,25.5,50,13.00361,77.61818
590,1393082460,2014-02-22T20:51:00,25.4,49,13.00361,77.61818
591,1393082768,2014-02-22T20:56:08,25.4,49,13.00361,77.61818
592,1393083075,2014-02-22T21:01:15,25.3,49,13.00361,77.61818
593,1393083383,2014-02-22T21:06:23,25.3,49,13.00361,77.61818
594,1393083690,2014-02-22T21:11:30,25.3,49,13.00361,77.61818
595,1393083997,2014-02-22T21:16:37,25.2,50,13.00361,77.61818
596,1393084305,2014-02-22T21:21:45,25.2,50,13.00361,77.61818
597,1393084562,2014-02-22T21:26:02,25.1,50,13.00361,77.61818
598,1393084870,2014-02-22T21:31:10,25.1,50,13.00361,77.61818
599,1393085177,2014-02-22T21:36:17,25,50,13.00361,77.61818
600,1393085485,2014-02-22T21:41:25,25,50,13.00361,77.61818
601,1393085792,2014-02-22T21:46:32,24.9,51,13.00361,77.61818
602,1393086100,2014-02-22T21:51:40,24.8,51,13.00361,77.61818
603,1393086407,2014-02-22T21:56:47,24.8,51,13.00361,77.61818
604,1393086714,2014-02-22T22:01:54,24.7,51,13.00361,77.61818
605,1393087022,2014-02-22T22:07:02,24.7,51,13.00361,77.61818
606,1393087330,2014-02-22T22:12:10,24.6,51,13.00361,77.61818
607,1393087637,2014-02-22T22:17:17,24.5,52,13.00361,77.61818
608,1393087945,2014-02-22T22:22:25,24.5,52,13.00361,77.61818
609,1393088201,2014-02-22T22:26:41,24.4,52,13.00361,77.61818
610,1393088509,2014-02-22T22:31:49,24.4,52,13.00361,77.61818
611,1393088765,2014-02-22T22:36:05,24.3,52,13.00361,77.61818
612,1393089073,2014-02-22T22:41:13,24.3,53,13.00361,77.61818
613,1393089380,2014-02-22T22:46:20,24.2,53,13.00361,77.61818
614,1393089688,2014-02-22T22:51:28,24.2,53,13.00361,77.61818
615,1393089996,2014-02-22T22:56:36,24.1,53,13.00361,77.61818
616,1393090252,2014-02-22T23:00:52,24.1,53,13.00361,77.61818
617,1393090560,2014-02-22T23:06:00,24,54,13.00361,77.61818
618,1393090867,2014-02-22T23:11:07,24,54,13.00361,77.61818
619,1393091175,2014-02-22T23:16:15,23.9,54,13.00361,77.61818
620,1393091482,2014-02-22T23:21:22,23.9,54,13.00361,77.61818
621,1393091790,2014-02-22T23:26:30,23.9,55,13.00361,77.61818
622,1393092098,2014-02-22T23:31:38,23.8,55,13.00361,77.61818
623,1393092405,2014-02-22T23:36:45,23.8,55,13.00361,77.61818
624,1393092713,2014-02-22T23:41:53,23.7,55,13.00361,77.61818
625,1393093020,2014-02-22T23:47:00,23.6,55,13.00361,77.61818
626,1393093327,2014-02-22T23:52:07,23.6,55,13.00361,77.61818
627,1393093583,2014-02-22T23:56:23,23.6,56,13.00361,77.61818
628,1393093890,2014-02-23T00:01:30,23.5,56,13.00361,77.61818
629,1393094198,2014-02-23T00:06:38,23.5,56,13.00361,77.61818
630,1393094507,2014-02-23T00:11:47,23.4,56,13.00361,77.61818
631,1393094815,2014-02-23T00:16:55,23.3,56,13.00361,77.61818
632,1393095122,2014-02-23T00:22:02,23.3,56,13.00361,77.61818
633,1393095430,2014-02-23T00:27:10,23.3,57,13.00361,77.61818
634,1393095737,2014-02-23T00:32:17,23.2,57,13.00361,77.61818
635,1393096044,2014-02-23T00:37:24,23.2,57,13.00361,77.61818
636,1393096353,2014-02-23T00:42:33,23.2,57,13.00361,77.61818
637,1393096661,2014-02-23T00:47:41,23.1,57,13.00361,77.61818
638,1393096916,2014-02-23T00:51:56,23.1,57,13.00361,77.61818
639,1393097224,2014-02-23T00:57:04,23,58,13.00361,77.61818
640,1393097531,2014-02-23T01:02:11,23,58,13.00361,77.61818
641,1393097839,2014-02-23T01:07:19,22.9,58,13.00361,77.61818
642,1393098147,2014-02-23T01:12:27,22.9,59,13.00361,77.61818
643,1393098455,2014-02-23T01:17:35,22.8,59,13.00361,77.61818
644,1393098762,2014-02-23T01:22:42,22.8,59,13.00361,77.61818
645,1393099069,2014-02-23T01:27:49,22.7,59,13.00361,77.61818
646,1393099377,2014-02-23T01:32:57,22.7,60,13.00361,77.61818
647,1393099684,2014-02-23T01:38:04,22.7,60,13.00361,77.61818
648,1393099992,2014-02-23T01:43:12,22.6,61,13.00361,77.61818
649,1393100300,2014-02-23T01:48:20,22.6,61,13.00361,77.61818
650,1393100557,2014-02-23T01:52:37,22.5,61,13.00361,77.61818
651,1393100865,2014-02-23T01:57:45,22.5,62,13.00361,77.61818
652,1393101171,2014-02-23T02:02:51,22.4,62,13.00361,77.61818
653,1393101479,2014-02-23T02:07:59,22.4,62,13.00361,77.61818
654,1393101787,2014-02-23T02:13:07,22.3,63,13.00361,77.61818
655,1393102094,2014-02-23T02:18:14,22.2,63,13.00361,77.61818
656,1393102402,2014-02-23T02:23:22,22.2,63,13.00361,77.61818
657,1393102709,2014-02-23T02:28:29,22.1,64,13.00361,77.61818
658,1393103017,2014-02-23T02:33:37,22.1,64,13.00361,77.61818
659,1393103325,2014-02-23T02:38:45,22,64,13.00361,77.61818
660,1393103631,2014-02-23T02:43:51,22,64,13.00361,77.61818
661,1393103939,2014-02-23T02:48:59,22,65,13.00361,77.61818
662,1393104196,2014-02-23T02:53:16,22,65,13.00361,77.61818
663,1393104504,2014-02-23T02:58:24,21.9,65,13.00361,77.61818
664,1393104811,2014-02-23T03:03:31,21.9,65,13.00361,77.61818
665,1393105119,2014-02-23T03:08:39,21.8,66,13.00361,77.61818
666,1393105427,2014-02-23T03:13:47,21.7,66,13.00361,77.61818
667,1393105734,2014-02-23T03:18:54,21.7,67,13.00361,77.61818
668,1393106042,2014-02-23T03:24:02,21.6,67,13.00361,77.61818
669,1393106350,2014-02-23T03:29:10,21.6,67,13.00361,77.61818
670,1393106657,2014-02-23T03:34:17,21.5,67,13.00361,77.61818
671,1393106965,2014-02-23T03:39:25,21.5,67,13.00361,77.61818
672,1393107272,2014-02-23T03:44:32,21.4,68,13.00361,77.61818
673,1393107580,2014-02-23T03:49:40,21.3,68,13.00361,77.61818
674,1393107888,2014-02-23T03:54:48,21.2,68,13.00361,77.61818
675,1393108144,2014-02-23T03:59:04,21.2,68,13.00361,77.61818
676,1393108451,2014-02-23T04:04:11,21.1,68,13.00361,77.61818
677,1393108758,2014-02-23T04:09:18,21.1,69,13.00361,77.61818
678,1393109066,2014-02-23T04:14:26,21,69,13.00361,77.61818
679,1393109373,2014-02-23T04:19:33,21,69,13.00361,77.61818
680,1393109682,2014-02-23T04:24:42,20.9,69,13.00361,77.61818
681,1393109990,2014-02-23T04:29:50,20.9,69,13.00361,77.61818
682,1393110296,2014-02-23T04:34:56,20.8,70,13.00361,77.61818
683,1393110604,2014-02-23T04:40:04,20.8,70,13.00361,77.61818
684,1393110912,2014-02-23T04:45:12,20.7,70,13.00361,77.61818
685,1393111219,2014-02-23T04:50:19,20.7,70,13.00361,77.61818
686,1393111475,2014-02-23T04:54:35,20.7,70,13.00361,77.61818
687,1393111783,2014-02-23T04:59:43,20.7,71,13.00361,77.61818
688,1393112091,2014-02-23T05:04:51,20.6,71,13.00361,77.61818
689,1393112398,2014-02-23T05:09:58,20.6,71,13.00361,77.61818
690,1393112706,2014-02-23T05:15:06,20.5,71,13.00361,77.61818
691,1393113014,2014-02-23T05:20:14,20.4,72,13.00361,77.61818
692,1393113321,2014-02-23T05:25:21,20.3,72,13.00361,77.61818
693,1393113629,2014-02-23T05:30:29,20.3,72,13.00361,77.61818
694,1393113936,2014-02-23T05:35:36,20.2,73,13.00361,77.61818
695,1393114244,2014-02-23T05:40:44,20.2,73,13.00361,77.61818
696,1393114551,2014-02-23T05:45:51,20.1,73,13.00361,77.61818
697,1393114858,2014-02-23T05:50:58,20,73,13.00361,77.61818
698,1393115166,2014-02-23T05:56:06,20,74,13.00361,77.61818
699,1393115474,2014-02-23T06:01:14,20,74,13.00361,77.61818
700,1393115730,2014-02-23T06:05:30,20,74,13.00361,77.61818
701,1393116037,2014-02-23T06:10:37,20,74,13.00361,77.61818
702,1393116345,2014-02-23T06:15:45,20,74,13.00361,77.61818
703,1393116653,2014-02-23T06:20:53,20,74,13.00361,77.61818
704,1393116961,2014-02-23T06:26:01,20,74,13.00361,77.61818
705,1393117269,2014-02-23T06:31:09,19.9,74,13.00361,77.61818
706,1393117577,2014-02-23T06:36:17,19.9,74,13.00361,77.61818
707,1393117884,2014-02-23T06:41:24,19.9,74,13.00361,77.61818
708,1393118192,2014-02-23T06:46:32,19.9,75,13.00361,77.61818
709,1393118499,2014-02-23T06:51:39,19.9,75,13.00361,77.61818
710,1393118806,2014-02-23T06:56:46,19.9,75,13.00361,77.61818
711,1393119062,2014-02-23T07:01:02,19.9,75,13.00361,77.61818
712,1393119370,2014-02-23T07:06:10,19.9,75,13.00361,77.61818
713,1393119678,2014-02-23T07:11:18,19.9,75,13.00361,77.61818
714,1393119985,2014-02-23T07:16:25,19.9,75,13.00361,77.61818
715,1393120293,2014-02-23T07:21:33,19.9,75,13.00361,77.61818
716,1393120600,2014-02-23T07:26:40,19.8,76,13.00361,77.61818
717,1393120908,2014-02-23T07:31:48,19.8,76,13.00361,77.61818
718,1393121216,2014-02-23T07:36:56,19.8,76,13.00361,77.61818
719,1393121523,2014-02-23T07:42:03,19.9,76,13.00361,77.61818
720,1393121831,2014-02-23T07:47:11,19.9,76,13.00361,77.61818
721,1393122139,2014-02-23T07:52:19,19.9,76,13.00361,77.61818
722,1393122446,2014-02-23T07:57:26,19.9,76,13.00361,77.61818
723,1393122754,2014-02-23T08:02:34,19.9,76,13.00361,77.61818
724,1393123010,2014-02-23T08:06:50,20,76,13.00361,77.61818
725,1393123318,2014-02-23T08:11:58,20,76,13.00361,77.61818
726,1393123625,2014-02-23T08:17:05,20,76,13.00361,77.61818
727,1393123933,2014-02-23T08:22:13,20,76,13.00361,77.61818
728,1393124241,2014-02-23T08:27:21,20.1,76,13.00361,77.61818
729,1393124548,2014-02-23T08:32:28,20.1,76,13.00361,77.61818
730,1393124856,2014-02-23T08:37:36,20.2,76,13.00361,77.61818
731,1393125163,2014-02-23T08:42:43,20.2,76,13.00361,77.61818
732,1393125471,2014-02-23T08:47:51,20.3,76,13.00361,77.61818
733,1393125779,2014-02-23T08:52:59,20.4,75,13.00361,77.61818
734,1393125932,2014-02-23T08:55:32,20.5,75,13.00361,77.61818
735,1393126240,2014-02-23T09:00:40,20.6,75,13.00361,77.61818
736,1393126548,2014-02-23T09:05:48,20.7,75,13.00361,77.61818
737,1393126854,2014-02-23T09:10:54,20.8,75,13.00361,77.61818
738,1393127162,2014-02-23T09:16:02,21,74,13.00361,77.61818
739,1393127471,2014-02-23T09:21:11,21.1,74,13.00361,77.61818
740,1393127778,2014-02-23T09:26:18,21.2,73,13.00361,77.61818
741,1393128086,2014-02-23T09:31:26,21.4,73,13.00361,77.61818
742,1393128393,2014-02-23T09:36:33,21.5,72,13.00361,77.61818
743,1393128700,2014-02-23T09:41:40,21.7,72,13.00361,77.61818
744,1393128956,2014-02-23T09:45:56,21.8,72,13.00361,77.61818
745,1393129265,2014-02-23T09:51:05,21.9,71,13.00361,77.61818
746,1393129573,2014-02-23T09:56:13,22.1,71,13.00361,77.61818
747,1393129880,2014-02-23T10:01:20,22.2,70,13.00361,77.61818
748,1393130188,2014-02-23T10:06:28,22.4,69,13.00361,77.61818
749,1393130495,2014-02-23T10:11:35,22.5,69,13.00361,77.61818
750,1393130803,2014-02-23T10:16:43,22.7,68,13.00361,77.61818
751,1393131110,2014-02-23T10:21:50,22.8,67,13.00361,77.61818
752,1393131417,2014-02-23T10:26:57,22.9,67,13.00361,77.61818
753,1393131725,2014-02-23T10:32:05,23.1,66,13.00361,77.61818
754,1393132033,2014-02-23T10:37:13,23.2,65,13.00361,77.61818
755,1393132340,2014-02-23T10:42:20,23.3,65,13.00361,77.61818
756,1393132648,2014-02-23T10:47:28,23.5,65,13.00361,77.61818
757,1393132904,2014-02-23T10:51:44,23.6,64,13.00361,77.61818
758,1393133212,2014-02-23T10:56:52,23.7,64,13.00361,77.61818
759,1393133519,2014-02-23T11:01:59,23.8,63,13.00361,77.61818
760,1393133827,2014-02-23T11:07:07,23.9,62,13.00361,77.61818
761,1393134135,2014-02-23T11:12:15,24,62,13.00361,77.61818
762,1393134442,2014-02-23T11:17:22,24.1,62,13.00361,77.61818
763,1393134751,2014-02-23T11:22:31,24.2,61,13.00361,77.61818
764,1393135058,2014-02-23T11:27:38,24.3,61,13.00361,77.61818
765,1393135365,2014-02-23T11:32:45,24.4,61,13.00361,77.61818
766,1393135673,2014-02-23T11:37:53,24.4,60,13.00361,77.61818
767,1393135979,2014-02-23T11:42:59,24.5,60,13.00361,77.61818
768,1393136287,2014-02-23T11:48:07,24.6,59,13.00361,77.61818
769,1393136544,2014-02-23T11:52:24,24.7,59,13.00361,77.61818
770,1393136852,2014-02-23T11:57:32,24.8,58,13.00361,77.61818
771,1393137160,2014-02-23T12:02:40,24.8,58,13.00361,77.61818
772,1393137467,2014-02-23T12:07:47,24.9,57,13.00361,77.61818
773,1393137775,2014-02-23T12:12:55,25,58,13.00361,77.61818
774,1393138082,2014-02-23T12:18:02,25.1,57,13.00361,77.61818
775,1393138390,2014-02-23T12:23:10,25.2,57,13.00361,77.61818
